id,input_arabic,input_english,prediction_arabic,prediction_english,ground_truth,Level,quadrant
1056,"القلب من الداخل:
A) المنشأ الجنيني للأذين الأيسر من مصدر واحد
B) يوجد الشريط الوسيط في جدران البطين الأيسر
C) فتحة الوريد الأجوف العلوي مجهزة بصمامين رديمين
D) سماكة جدران البطين الأيسر تساوي ثلاثة أمثال جدران الأذين الأيسر
E) بالمقطع العرضي البطين الأيسر هلالي الشكل","The heart from the inside:
A) The left atrium has embryonic origins from a single source.
B) The median strip is located in the walls of the left ventricle.
C) The opening of the superior vena cava is equipped with two valvular valves.
D) The thickness of the left ventricle walls is three times that of the left atrium walls.
E) In cross-section, the left ventricle is crescent-shaped.",E,D,A,Y1,both_wrong
389,"العضلات التي تقوم بالبسط في الذراع ما عدا:
A) الألياف الأمامية للدالية
B) مثلثة الرؤوس العضدية
C) الصدرية الكبيرة
D) المدورة الكبيرة","The muscles that extensor the arm, except for:
A) Anterior deltoid muscle fibers
B) Triceps brachii
C) Pectoralis major
D) Teres major",D,D,A,Y1,both_wrong
4006,"يوافق الانقباض البطيني ما يلي:
A) إغلاق الصمامين التاجي ومثلث الشرف.
B) إغلاق الصمامين الأبهري والرئوي.
C) انفتاح الصمامين الأبهري والرئوي.
D) كل ما سبق خطأ.","Ventricular systole corresponds to:
A) Closure of the mitral and tricuspid valves.

B) Closure of the aortic and pulmonary valves.

C) Opening of the aortic and pulmonary valves.

D) All of the above are false.",B,A,C,Y1,both_wrong
533,"المنطقة الحاوية على Cementoblast :
A) الملاط الخلوي
B) الملاط اللاخلوي
C) كل من a و .b
D) ليس أيا مما سبق.","The area containing cementoblast:
A) Cellular cementum
B) Acellular cementum
C) Both a and b
D) None of the above.",A,A,C,Y1,both_wrong
1339,"فى اليرقان الانحلالى (قبل الكبدى):
A) يرتفع الخضاب
B) تنخفض الشكيات
C) يرتفع انزيم GT
D) كل ما سبق خطأ","In pre-hepatic hemolytic jaundice:
A) Hemoglobin levels rise
B) Hemoglobin levels decrease
C) GT enzyme levels rise
D) All of the above are incorrect",B,B,D,Y2,both_wrong
456,"كل ما يلي من عظام الصف العلوي أو الداني للرسغ عدا:
A) المربعي.
B) الهلالي.
C) الحمصي.
D) الزورقي.","All of the following are bones of the upper or proximal row of the wrist except:

A) The quadrate.

B) The lunate.

C) The cusps.

D) The scaphoid.",C,C,A,Y1,both_wrong
4749,"الإحصاء الاستدلالي (الاستنتاجي) هو:
A) يهتم بدراسة معطيات المجتمع من خلال العينة
B) يتخذ من تحليل المعطيات المتوفرة من العينة أساس في تحليل بيانات المجتمع
C) ينظم البيانات ويلخصها ويعرضها
D) كل ما ذكر صحيح","Inferential statistics:
A) studies population data through a sample
B) uses the analysis of available sample data as a basis for analyzing population data
C) organizes, summarizes, and presents data
D) All of the above are true",B,B,D,Y1,both_wrong
453,"تحوي الطبقة النووية الداخلية للشبكية العصبية أنوية :
A) خلايا العصي
B) خلايا المخاريط.
C) الخلايا عديمة التغصنات
D) كل من a و .b","The inner nuclear layer of the retina contains the nuclei of:
A) rod cells
B) cone cells

C) adendritic cells
D) both a and b",D,D,C,Y1,both_wrong
1698,"حنف القدم يوّرث بطريقة :
A) متعددة العوامل
B) جسدية متنحية
C) جسدية سائدة
D) لا يوجد لها تفسير","Clubfoot is inherited in a:
A) multifactorial manner
B) autosomal recessive manner
C) autosomal dominant manner
D) no known cause",C,A,B,Y1,both_wrong
2658,"تدل التجربة على أن:
A) العزم المغناطيسي للبروتون يساوي nµ1. 9 = nµ
B) العزم المغناطيسي للنترون يساوي nµ1.8 = nµ
C) العزم المغناطيسي nµ2.79 = nµ
D) العزم المغناطيسي للبروتون يساوي nµ2.79 =","The experiment shows that:
A) The magnetic moment of the proton is 1.9 nµ = nµ
B) The magnetic moment of the neutron is 1.8 nµ = nµ
C) The magnetic moment is 2.79 nµ = nµ
D) The magnetic moment of the proton is 2.79 nµ = nµ",D,D,A,Y1,both_wrong
823,"يتوضع الحيز الابطي السفلي بين، ما عدا:
A) الرأس الطويلة لمثلثة الرؤوس العضدية
B) جسم العضد
C) الصدرية الكبيرة
D) المدورة الكبيرة","The inferior axillary space is located between, except:
A) the long head of the trigeminal head
B) the body of the humerus
C) the pectoralis major
D) the trochanter major",D,A,C,Y2,both_wrong
4462,"في حالة حماض الدم (نقص pH) مع وظيفة تنفسية طبيعية، كل مما يلي صحيح عدا
A) ينقص انجذاب الخضاب للأكسجين في الأنسجة
B) يتحرك منحنى انفصال الخضاب عن الأكسجين نحو اليمين
C) يزداد معدل وسرعة التنفس
D) يزداد طرح ثاني أكسيد الكربون عبر الرئة
E) تنخفض نسبة ارتباط الخضاب بالأكسجين في الأوردة","In cases of acidosis (hypopigmentation) with normal respiratory function, all of the following are true except:
A) Hemoglobin's affinity for oxygen in tissues decreases.
B) The hemoglobin-oxygen affinity curve shifts to the right.
C) The respiratory rate and speed increase.
D) Carbon dioxide excretion through the lungs increases.
E) The proportion of hemoglobin bound to oxygen in the veins decreases.",C,C,D,Y2,both_wrong
1746,"من الأصناف الرئيسية للسكاكر ما عدا
A) سكاكر أحادية
B) سكاكر ثلاثية
C) قليلات سكاكر
D) عديدات سكاكر","Which of the main classes of sweets is NOT:

A) Monosaccharides
B) Trisaccharides
C) Oligosaccharides
D) Polysaccharides",C,C,A,Y1,both_wrong
4573,"الجزء الأكثر استعمالاً في عملية وضع الرموز:
A) الجزء الأول ذو الثلاثة حروف
B) الجزء الثالث
C) الجزء الثاني
D) الجزء الرابع","The most frequently used part in the coding process is:
A) The first three-letter part
B) The third part
C) The second part
D) The fourth part",A,A,B,Y1,both_wrong
4744,"إذا علمت أن 2 = B فإن r₀ هي:
A) 2025-01-16 0:00:00
B) 0.25
C) 2025-02-06 0:00:00
D) 0.707","If you know that B = 2, then r₀ is:
A) 2025-01-16 0:00:00
B) 0.25
C) 2025-02-06 0:00:00
D) 0.707",B,B,D,Y1,both_wrong
289,"يدخل سرة الكلية من الخلف للأمام:
A) شريان – وريد – حويضة
B) وريد – شريان – حويضة
C) حويضة – شريان – وريد
D) حويضة – وريد – شريان","The renal hilum enters from back to front as follows:
A) Artery – Vein – Pelvic Vein
B) Vein – Artery – Pelvic Vein
C) Pelvic Vein – Artery – Vein
D) Pelvic Vein – Artery",B,D,C,Y1,both_wrong
551,"في القسيم العضلي :
A) الخط ح هو منطقة تقارب خيوط الميورين لقسيمين متجاورين المعنى
B) الشريط I يمثل خيوط الميوزين الذكية
C) الشريط H يمثل خيوط الأكتين فقط عندما لا تتداخل مع خيوط الميوسين
D) كل ما سبق صحيح
E) كل ما سبق خطأ","In the sarcomere:
A) The H line is the region where the myorin filaments of two adjacent sarcomeres converge.
B) The I band represents the smart myosin filaments.
C) The H band represents actin filaments only when they do not overlap with myosin filaments.
D) All of the above are true.
E) All of the above are false.",A,C,E,Y1,both_wrong
2757,"يحدث الأسر الالكتروني عند:
A) وجود فائض في عدد البروتونات
B) وجود فائض في عدد النترونات
C) وجود نقص في عدد البروتونات
D) وجود نقص في عدد البيرونات","Electron capture occurs when:
A) there is an excess of protons
B) there is an excess of neutrons
C) there is a deficiency of protons
D) there is a deficiency of neutrons",C,B,A,Y1,both_wrong
4613,"يتميز المقياس النسبي بوجود الصفر:
A) المطلق
B) الحقيقي
C) النسبي
D) A+B","The relative scale is characterized by the presence of zero: A) Absolute
B) Real
C) Relative
D) A+B",C,A,D,Y1,both_wrong
4429,"الكرية التي تحوي نسبة هيموغلوبين ۲۰-۲۸ بيكو غرام تدعى :
A) . Normochromic.
B) . Hypochromic.
C) Hyperchromic.
D) كل ما سبق خطأ.","A hemoglobin cell containing 20-28 picograms is called:

A) Normochromic

B) Hypochromic

C) Hyperchromic

D) All of the above are incorrect.",C,A,B,Y2,both_wrong
4125,"عند الانسان المساحة الصغرى في ساحة الحس الاولية تقع :
A) الجذع
B) القلب
C) الشفتين
D) اليدين","In humans, the smallest area in the primary sensory field is located in:
A) the trunk
B) the heart
C) the lips
D) the hands",C,D,A,Y1,both_wrong
2060,"تظهر الخلايا الهدفية في:
A) مرض التلاسيميا بيتا.
B) الهيموفيليا او الناعور.
C) مرض الفوال.
D) ابيضاض الدم النقوي.","Target cells appear in:
A) Beta-thalassemia.

B) Hemophilia.

C) G6PD deficiency.

D) Myeloid leukemia.",D,C,A,Y1,both_wrong
1829,"الشكل الذي يربط ADP و Pi بقوة أكبر:
A) O
B) L
C) T
D) R","The shape that binds ADP and Pi most strongly: A) O
B) L
C) T
D) R",D,C,B,Y1,both_wrong
1478,"في تفاعل البلمرة المتسلسل: (Polymer Chain Reaction (PCR (الخطأ)
A) تتفكك الروابط الهيدروجينية عند رفع درجة الحرارة إلى 95
B) ترتبط البادئات Primers في مكانها عند درجة الحرارة إلى 65
C) يبدأ طور الإطالة Extension عند رفع درجة الحرارة إلى 72
D) لا يوجد ضرورة لإزالة البادئات","In the polymerase chain reaction (PCR):
A) Hydrogen bonds break when the temperature is raised to 95°C
B) Primers are held in place at 65°C
C) The extension phase begins when the temperature is raised to 72°C
D) There is no need to remove the primers",D,A,B,Y2,both_wrong
2049,"ان تفاعلات التركيب الضوئي من امتصاص الضوء الى اصطناع ATP تتحضر عبر:
A) بروتينات تقع في الغشاء الثالاكوئيدي.
B) بروتينات فى السدى .
C) بروتينات تقع في سيتوبلازما الخلية النباتية .
D) A+B.","The reactions of photosynthesis, from light absorption to ATP synthesis, are mediated by:

A) Proteins located in the thalamic membrane.

B) Proteins in the stroma.

C) Proteins located in the cytoplasm of the plant cell.

D) A+B.",D,A,C,Y1,both_wrong
1712,"الطفرة المحايدة:
A) طفرة مغلّطة لكن بدون عواقب ملحوظة
B) لها تأثير ضار دائماً
C) لا يتغير الحمض الأميني
D) لا يتغير البروتين","Neutral mutation:
A) A missense mutation with no noticeable consequences
B) Always has a detrimental effect
C) No amino acid is changed
D) No protein is changed",A,C,B,Y1,both_wrong
1849,"أكبر مستوى من المستويات التراتبية للحياة :
A) الجمهرة .
B) المنظومة البيئية .
C) الكرة الحيوية .
D) المجتمع .","The largest level of the hierarchical structure of life is:

A) Population.

B) Ecosystem.

C) Biosphere.

D) Community.",C,C,B,Y1,both_wrong
2590,"تترجم الاستجابة الهمودينميكية عن الحوادث في الــ Boldمن خلال التغير في
A) إشارة التواتر الصادر
B) اشارة التجاوب المغنطيسي للفعالية العصبونية
C) إشارة التردد
D) كل ما سبق صحيح","The hemodynamic response to events in the Bold is translated through a change in:
A) the emitted frequency signal
B) the magnetic resonance signal of neural activity
C) the frequency signal
D) all of the above",D,B,A,Y1,both_wrong
894,"اتصالات الدمعي ماعدا
A) في الأعلى مع الجبهي
B) في الخلف مع الجناح الكبير الوتدي
C) في الأمام مع الناتئ الجبهي للفك العلوي
D) فى الاسفل مع الفك العلوي","Lacrimal junctions except:
A) Superiorly with the frontal junction
B) Posteriorly with the greater sphenoid wing
C) Anteriorly with the frontal process of the maxilla
D) Inferiorly with the maxilla",C,A,B,Y2,both_wrong
1990,"الحالة الفسيفسائية Mosaicism (التزيفّ:(
A) اختلال الصيغة الصبغية بنوعيها زيادةً أو نقصاناً في مجموعة من الخلايا دون الأخرى
B) تحدث بسبب خلل في الانقسام الفتيلي أثناء خطور الزيجوت
C) تسبب أعراضاً أقل وخامة
D) كل ما سبق صحيح","Mosaicism (also known as mosaicism):
A) Chromosomal abnormalities, either an increase or decrease in the chromosome number in some cells but not others.
B) Occurs due to a defect in mitosis during zygote initiation.
C) Causes less severe symptoms.
D) All of the above are correct.",D,D,B,Y1,both_wrong
3037,"يتم اختيار عرض كل فوكس في التصوير المقطعي المحوري وفقا لعرض..........:
A) الكواشف.
B) عرض حزمة الأشعة السينية.
C) B,A .
D) كل ما سبق صحيح.","The width of each focus in a CT scan is selected according to the width of:

A) the detectors.

B) the X-ray beam.

C) A and B.

D) all of the above.",B,C,D,Y1,both_wrong
483,"اجسام الخلايا للالياف الحاسيه الناقله للذوق من الثلثين الاماميين للسان توضع فى
A) العقدة الجناحية الحنكية
B) االعقدة الاذينيه
C) عقدة ثلاثى التوائم
D) العقدة تحت الفك
E) ولا واحدة مما علا","The cell bodies of the taste sensory fibers from the anterior two-thirds of the tongue are located in:
A) the pterygopalatine ganglion
B) the atrial ganglion
C) the trigeminal ganglion
D) the submandibular ganglion
E) none of the above",A,C,E,Y2,both_wrong
76,"كل ما يلي صحيح عن عظم العانة عدا :
A) يتمفصل جسما عظمي العانة في الخلف عبر ارتفاق العانة.
B) يتحد الفرع العلوي مع الحرقفة والاسك لتكوين الحق.
C) يتحد الفرع السفلي مع الإسك أسفل الثقبة السادية.
D) تدعى الحافة العلوية لجسم العانة بالعرف العاني.","All of the following are true about the pubic bone EXCEPT:

A) The two bodies of the pubic bone articulate posteriorly via the pubic symphysis.

B) The superior ramus joins the ilium and ischium to form the acetabulum.

C) The inferior ramus joins the ischium below the foramen oblongata.

D) The superior border of the pubic body is called the pubic crest.",B,C,A,Y1,both_wrong
3042,"ان حلمهة هالوجين الالكان بالماء......... من OH
A) أبطأ
B) اسرع
C) أسرع بضعف
D) لا تختلف السرعة","The hydrolysis of an alkane halogen with water is OH-
A) slower
B) faster
C) twice as fast
D) no difference in speed",B,B,A,Y1,both_wrong
4412,"يعد تنظيم الضغط الشرياني على مستوى :
A) الأعضاء
B) الأجهزة
C) العضوية
D) النسيجي","The regulation of arterial pressure occurs at the level of:
A) Organs
B) Systems
C) Organisms
D) Tissues",C,C,B,Y1,both_wrong
700,"يروي المساريقي السفلي ماعدا
A) كل الكولون المعترض
B) السيني
C) الكولون النازل
D) المستقيم","The inferior mesentery supplies all but:
A) the entire transverse colon
B) the sigmoid colon
C) the descending colon
D) the rectum",C,C,A,Y1,both_wrong
487,"تشمل عضلات أرضية الحوض ما عدا:
A) الكمثرية
B) السدادية الظاهرة
C) رافعة الشرج
D) العصعصية","The pelvic floor muscles include all except:
A) Piriformis
B) Obturator externa
C) Levator anus
D) Coccygeus",D,A,B,Y1,both_wrong
4251,"كل ما يلي صحيح عن علوم وظائف الأعضاء:
A) علوم ديناميكية في حركة دائمة
B) دراستها تستخدم عينات حية ومواد حيوية
C) نتائجها مرتبطة بالوقت ومتغيرة بمروره
D) تعتمد على تثبيت العينات النسيجية","All of the following are true about physiology:
A) It is a dynamic science in constant motion
B) Its study uses living specimens and biological materials
C) Its results are time-dependent and change with the passage of time
D) It relies on the stabilization of tissue samples",C,A,D,Y1,both_wrong
1530,"في معالجة الحمض النووي الريبي المرسال :mRNA Processing
A) تتم في النواة و الهيولى.
B) تحتاج إلى الطاقة ATP.
C) حصول تغيير في الأسس مكان الوصل يؤدي إلى حدوث الطفرات.
D) تتم إضافة القلنسوة Cap في البداية بالكربون رقم (5).
E) تتم إضافة الذيل Poly A Tail في النهاية بالكربون رقم (3).","In messenger RNA (mRNA) processing:

A) It occurs in the nucleus and cytoplasm.

B) It requires ATP energy.

C) A change in the bases at the junction leads to mutations.

D) The cap is added initially at carbon number 5.

E) The poly(A) tail is added last at carbon number 3.",D,A,E,Y1,both_wrong
3996,"العضلة القلبية:
A) تتألف من مخلاتين و بينهما نسيج ليفي.
B) تختلف تماما عن العضلة الهيكلية.
C) الليف العضلي عبارة عن سيتوبلازما محاطة بغشاء خلوي يحوي نواة واحدة.
D) لا تحوي على خيوط ميوزين وأكتين.","Cardiac muscle:

A) It consists of two synapses with fibrous tissue between them.

B) It differs completely from skeletal muscle.

C) A muscle fiber is cytoplasm surrounded by a cell membrane and contains a single nucleus.

D) It does not contain myosin and actin filaments.",B,C,A,Y1,both_wrong
899,"تضم العضلات الكعبرية للساعد كل ما يلى عدا:
A) قابضة الرسغ الكعبرية القصيرة
B) الاستلقائية
C) العضدية الكعبرية
D) باسطة الرسغ الكعبرية الطويلة","The radial muscles of the forearm include all of the following except:
A) flexor carpi radialis brevis
B) supinator
C) brachioradialis
D) extensor carpi radialis longus",B,B,A,Y1,both_wrong
2231,"دور ألاللولاكتوز في مشغل اللاكتوز:
A) Activator
B) Repressor
C) Co-Repressor
D) Induce","The role of allolactose in the lactose receptor:
A) Activator
B) Repressor
C) Co-Repressor
D) Induction",A,A,C,Y1,both_wrong
1734,"الخلية الأكثر نشاطا مما يلي
A) ذات النواة الصغيرة
B) ذات السيتوبلازما الكبيرة
C) ذات الحجم الأصغر
D) ذات السطح الأصغر","Which of the following cells is more active?
A) Small nucleus
B) Large cytoplasm
C) Smallest size
D) Smallest surface area",B,B,C,Y1,both_wrong
2355,"مجال الـ UVA طوله الموجي بين :
A) 315-400nm
B) 280-315nm
C) 100-280nm
D) كل ماسبق خاطئ","The UVA spectrum has a wavelength between:
A) 315-400 nm
B) 280-315 nm
C) 100-280 nm
D) All of the above are incorrect",A,A,B,Y1,both_wrong
1933,"الجينات الورمية :
A) تنشط بشكل طبيعي الانقسام الخلوي
B) تمنع بشكل طبيعي التكاثر الخلوي غير المنضبط
C) تحرض الاستماتة
D) تسبب السرطان إذا تفعّلت بشكل ملائم","Oncogenes:
A) Normally promote cell division
B) Normally inhibit uncontrolled cell proliferation
C) Induce apoptosis
D) Cause cancer if appropriately activated",D,A,B,Y1,both_wrong
1059,"من صفات الأعصاب الحسية عدا:
A) afferent
B) تحمل الأوامر نحو العضلات
C) تحمل المعلومات نحو الجملة المركزية
D) صادرة","Which of the following are characteristics of sensory nerves except:
A) afferent
B) carry commands to muscles
C) carry information to the central nervous system
D) efferent",B,B,C,Y1,both_wrong
2869,"من أكثر الصيدلانيات الإشعاعية المستخدمة في FBI :
A) 99m – TC – HMOPAO
B) HMAPO
C) 99m – MO
D) B.C","Some of the most commonly used radiopharmaceuticals in the FBI are:
A) 99m-TC-HMOPAO
B) HMAPO
C) 99m-MO
D) B.C",A,A,D,Y1,both_wrong
4286,"يسهم في جميع مراحل التخثر:
A) الفيرينوجين
B) البروترومبين
C) شوارد الكالسيوم
D) العامل المسرع","It contributes to all stages of coagulation:
A) Ferrogen
B) Prothrombin
C) Calcium ions
D) Accelerating factor",C,C,B,Y1,both_wrong
1999,"يمكن تمييز الصبغيات بعضها عن بعض عن طريق:
A) النمط الوراثي
B) النمط النووي
C) النمط الجيني
D) النمط الوظيفي","Chromosomes can be distinguished from one another by:
A) Genotype
B) Karyotype
C) Genomics
D) Functional phenotype",B,B,C,Y1,both_wrong
4169,"تكون أكسجة الشرايين طبيعية في كل مما يلي عدا :
A) احمرار الدم البدني.
B) احمرار الدم الثانوي الناجم عن نقص الأكسجة.
C) احمرار الدم النسبي الناجم عن زيادة الأرثروبيوتين.
D) احمرار الدم النسبي.","Arterial oxygenation is normal in all of the following except:
A) Physical polycythemia.

B) Secondary polycythemia due to hypoxia.

C) Relative polycythemia due to erythropoietin excess.

D) Relative polycythemia.",B,B,A,Y2,both_wrong
60,"العضلة الحرقفية :
A) تنشأ من الحفرة الحرقفية.
B) ترتكز على عظم الفخذ.
C) تعمل على بسط الفخذ على البطن.
D) تسهم في ثني الجذع للأمام.","The iliac muscle:
A) Originates from the iliac fossa.

B) Inserts onto the femur.

C) Extends the thigh towards the abdomen.

D) Contributes to flexion of the trunk forward.",B,A,C,Y1,both_wrong
4360,"فيما يتعلق بالتيروكسين والتيرونين :
A) يسهمان في زيادة معدل الاستقلاب
B) التيرونين أكثر فعالية
C) لكلاهما التأثير نفسه
D) كل ما سبق صحيح","Regarding thyroxine and tyroxine:
A) They both contribute to increasing the metabolic rate
B) Thyroxine is more effective
C) They both have the same effect
D) All of the above are true",D,B,A,Y1,both_wrong
1989,"تمثل الخطوط الأفقية التي ترسم أعلي الدوائر و المربعات في شجرة النسب:
A) الأشقاء لوالدين
B) الأزواج الأقارب
C) التواءم
D) ليس أيآ مما سبق","The horizontal lines drawn above the circles and squares in the family tree represent:
A) Siblings
B) Inbreeding spouses
C) Twins
D) None of the above",A,A,C,Y1,both_wrong
737,"كل ما يلي عن قاعدة القلب صحيح عدا :
A) تتجه إلى الخلف والأعلى
B) تخرج منها جذوع الأوعية الكبيرة
C) تتشكل بشكل رئيسي من الأذينة اليسرى ذات التوضع العمودي
D) تنفتح عليها الأوردة الرئوية","All of the following about the base of the heart are true except:
A) It points posteriorly and superiorly
B) Large blood vessel trunks originate from it
C) It is formed primarily by the vertically oriented left atrium
D) The pulmonary veins open into it",A,A,C,Y2,both_wrong
915,"-تصنف العضلة الراحية تصنف مع :
A) المجموعة العميقة لقابضات الساعد
B) المجموعة السطحية لباسطات الساعد
C) المجموعة السطحية لقابضات الساعد
D) المجموعة العميقة لباسطات الساعد","The palmar muscle is classified with:
A) The deep group of forearm flexors
B) The superficial group of forearm extensor muscles
C) The superficial group of forearm flexors
D) The deep group of forearm extensor muscles",D,C,B,Y1,both_wrong
1842,"الصفيحة النووية تتألف من:
A) اللامين.
B) LBR و اللامين .
C) LBRو اللامين و الامبرين .
D) ریبوزومات .","The nuclear lamina consists of:

A) Lamine.

B) LBR and Lamine.

C) LBR, Lamine, and Ambrin.

D) Ribosomes.",C,A,D,Y1,both_wrong
800,"اختر الاجابة الخاطئة المتعلقة بالعظم الوتدي
A) يوجد المنقار الوتدي في السفلي
B) يتوضع السرج التركي على الوجه العلوي
C) هو جزء من القحف الحشوي
D) وجهه الخلفي له شكل مربع","Choose the incorrect answer regarding the sphenoid bone:
A) The sphenoid beak is located on the underside
B) The sella turcica is located on the upper surface
C) It is part of the visceral skull
D) Its posterior surface is square-shaped",D,D,C,Y1,both_wrong
753,"الأجفان :
A) تتوضع أمام الحجاج.
B) بكل جهة جفن علوي وسفلي.
C) بين الجفنين فتحة تسمى الفرجة الجفنية.
D) يغطي الجلد الأجفان من الداخل والخارج.","The eyelids:

A) are located in front of the eye sockets.

B) Each side has an upper and a lower eyelid.

C) Between the eyelids is an opening called the palpebral fissure.

D) The eyelids are covered with skin, both inside and out.",B,C,D,Y1,both_wrong
4352,"يُمتص الإشعاع في المجال فوق البنفسجي والمرئي من الطيف بشكل رئيسي عن طريق:
A) البروتينات
B) الأصبغة
C) جزيئات الماء
D) A, B","Radiation in the ultraviolet and visible ranges of the spectrum is absorbed primarily by:
A) Proteins
B) Dyes
C) Water molecules
D) A, B",D,D,A,Y1,both_wrong
1031,"من أشكال الحليمات الذوقية إختر الإجابة الخاطئة :
A) الخيطية
B) الفطرية
C) المختلطة
D) الورقية","Which of the following is a type of taste bud? Choose the incorrect answer:
A) Filamentous
B) Fungal
C) Mixed
D) Foliar",D,A,C,Y1,both_wrong
1875,"كل ما يلي بروتينات كروية ما عدا :
A) ألبومين .
B) غلوبيولين .
C) ميوزين .
D) الفانثرين .","All of the following are globular proteins except:

A) Albumin

B) Globulin

C) Myosin

D) Phanthrin",D,D,C,Y1,both_wrong
1915,"في سرطان عنق الرحم الموروث للورم :
A) يكون اختطار الرجعة مرتفع بالمقارنة مع النسبة العامة للمجتمع.
B) يكون اختطار الرجعة منخفض بالمقارنة مع النسبة العامة للمجتمع.
C) يكون اختطار الرجعة مساوياً تقريبا مع الإصابة العامة للمجتمع.
D) تقدر النسبة العامة للإصابة في المجتمع ب %88.","In hereditary cervical cancer:

A) The risk of recurrence is high compared to the general population.

B) The risk of recurrence is low compared to the general population.

C) The risk of recurrence is approximately equal to the general population incidence.

D) The general population incidence is estimated at 88%.",A,A,C,Y1,both_wrong
4823,"لدينا عينة عشوائية مكونة من 350 مريضاً، تتراوح قيمة الضغط الانقباضي لديهم بين 50 و 175 ملم زئبقي. إن عدد فئات المتغير الكمي حسب قاعدة ستارجيس يساوي:
A) 8
B) 9
C) 10
D) 11","We have a random sample of 350 patients with systolic blood pressure values ranging from 50 to 175 mmHg. The number of classes for the quantitative variable according to Sturgess's rule is:
A) 8
B) 9
C) 10
D) 11",B,A,C,Y1,both_wrong
1521,"حال مما يلي حول التحويل بين الوحدات صحيح ما عند
A) ميلي مول اكتر – ملغ دل – (18) العاملة الجزيلة)
B) جول – حريرة – 4.1868
C) نانوكاتال اكثر – وحدة دولية التر (1670)
D) ميلي دول اكتر – ميلي مكافئ اكثر ( المتدافع)","The following unit conversions are correct:

A) Millimole (mL) - mg dL - (18)
B) Joule (J) - Calorie (kcal) - 4.1868
C) Nanocatal (n) - International Units (IU) - 1670
D) Millidol (mL) - Milliequivalent (mIE)",B,B,A,Y2,both_wrong
2199,"يلاحظ بالنسبة للأسس االزوتية في جزيء الدنا بأن:
A) A/T = C/G.
B) A+G =C+T.
C) A=2T.
D) A=G.","For the nitrogenous bases in the DNA molecule:

A) A/T = C/G.

B) A + G = C + T.

C) A = 2T.

D) A = G.",A,A,B,Y1,both_wrong
1474,"كل عما يلي حول التهاب السعيد الخاطف صحيح ما عدا:
A) يحدث غالبا خلال 3 أسابيع من الإصابة بالتهاب الكبد الحاد.
B) لهم الملامح السريرية هو دخول المريض في احتلال دماغي.
C) احتمال البقاء على قيد الحياة عند حدوث السبات Come أقل من 20%.
D) يحدث عادة قصور كلوي مرافق لتخرب الخلايا الكبدية.","All of the following about fulminant hepatitis are true except:

A) It often occurs within 3 weeks of acute hepatitis infection.

B) Its clinical feature is the onset of cerebral infarction.

C) The survival rate in cases of coma is less than 20%.

D) Renal failure usually accompanies hepatocyte destruction.",D,B,A,Y1,both_wrong
1840,"تتحكم بقرار مصير الخلية نقطة التحقق : (اختر الإجابة الصحيحة)
A) G1.
B) G2.
C) M.
D) G0.","The cell's fate is determined by the following checkpoint: (Choose the correct answer)
A) G1

B) G2

C) M

D) G0",A,A,D,Y1,both_wrong
3994,"اى مما يلي بحالة فتح أثناء طور الراحة:
A) بوباة تعطيل قناة الصوديوم
B) قناة الكلور
C) بوابة تفعيل قناة الصوديوم
D) قناة البوتاسيوم","Which of the following is open during the resting phase?
A) Sodium channel inactivation gate
B) Chloride channel
C) Sodium channel activation gate
D) Potassium channel",D,D,A,Y1,both_wrong
3845,"كل مما يلي يخضع لعملية التلقيم الراجع الشلبي عدا:
A) إفراز LH & FSH عند الذكر
B) التهوية الرئوية
C) عملية الإباضة
D) تنظيم الضغط الشرياني","All of the following are subject to feedback except:
A) LH & FSH secretion in males
B) Pulmonary ventilation
C) Ovulation
D) Regulation of arterial pressure",D,B,C,Y1,both_wrong
1785,"تنجم متلازمة ولف هيرشون عن:
A) خبن انتهائي في الذرع القصير من الصبغي الرابع
B) خبن خلالي في الذرع القصير من الصبغي X
C) خبن خلالي في الذرع الطويل من الصبغي X
D) خبن انتهائي في الذرع القصير من الصبغي الخامس","Wolf-Hirschson syndrome results from:
A) Terminal deletion of the short arm of chromosome 4
B) Interstitial deletion of the short arm of chromosome X
C) Interstitial deletion of the long arm of chromosome X
D) Terminal deletion of the short arm of chromosome 5",D,A,B,Y1,both_wrong
333,". يدخل في تشكيل التيه العظمي
A) الانفاق نصف الدائرية
B) القريبة
C) القناة القوقعية
D) القنوات نصف الدائرية","The bony labyrinth is formed by:
A) Semicircular canals
B) Proximal canals
C) Cochlear canals
D) Semicircular canals",D,D,A,Y2,both_wrong
651,"تتمفصل النهاية السفلية للكعبرة مع العظام: (2007)
A) القاربي.
B) الكبير.
C) الهلالي.
D) الزندي.","The lower end of the radius articulates with the following bones: (2007)
A) Scaphoid.

B) Greater.

C) Lunate.

D) Ulnar.",D,D,B,Y2,both_wrong
2781,"أن التغيرات في درجة حرارة السطح تعكس الاختلافات في:
A) توزع الدهن
B) تدفق الدم في النسخ تحت الجلد
C) ,B A
D) كل ما سبق خاطئ","Changes in surface temperature reflect differences in:
A) Fat distribution
B) Blood flow in subcutaneous tissue
C) A, B
D) All of the above are false",D,C,B,Y1,both_wrong
