id,level,specialty,umbrella_specialty,question_old,question,opa,opb,opc,opd,ope,opf,answer,group,answer_text,
4567,Y1,Statistics,Statistics,من وظائف السجلات الطبية .,ما هي وظائف السجلات الطبية؟,معرفة تعداد السكان .,اختبار الفرضيات .,ترميز الامراض والعمليات .,كل ما سبق .,,,C,ABCD,ترميز الامراض والعمليات .,
4568,Y1,Statistics,Statistics,يمكن استخدام الطرق الإحصائية الوسيطية في المقياس:,ما هو المقياس الذي يمكن استخدام الطرق الإحصائية الوسيطية فيه؟,الرتبي,النسبي,الاسمي,الفتروي,,,B,ABCD,النسبي,
4572,Y1,Statistics,Statistics,إذا كان للمتغير العشوائي Z توزيع طبيعي معياري، فإن مربعه Z² يتبع:,ما هو التوزيع الذي يتبعه مربع المتغير العشوائي Z² إذا كان للمتغير العشوائي Z توزيع طبيعي معياري؟,توزيع كاي مربع بدرجة حرية واحدة,توزيع كاي مربع بدرجتي حرية,توزيع طبيعي معياري,كل ما ذكر غير صحيح,,,A,ABCD,توزيع كاي مربع بدرجة حرية واحدة,
4574,Y1,Statistics,Statistics,المنظمة التى وضعت تصنيف دولي للأمراض .,ما هي المنظمة التي وضعت التصنيف الدولي للأمراض؟,اليونيسيف .,الاونروا .,منظمة الصحة العالمية .,صندوق النقد الدولي.,,,C,ABCD,منظمة الصحة العالمية .,
4580,Y1,Statistics,Statistics,الجهة المسؤولة عن السجلات الطبية:,ما هي الجهة المسؤولة عن السجلات الطبية؟,قسم الاستقبال في المشفى,قسم الممرضين بالمشفى,قسم السجلات الطبية في المشفى,قسم التسويق,,,C,ABCD,قسم السجلات الطبية في المشفى,
4586,Y1,Statistics,Statistics,التوقع الرياضي لمتحول عشوائي يخضع لتوزيع برنولي:,ما هو التوقع الرياضي لمتحول عشوائي يخضع لتوزيع برنولي؟,Np,Npq,P,Q,,,C,ABCD,P,
4588,Y1,Statistics,Statistics,التصنيف الدولي للأمراض يتألف من .,ما هو التصنيف الدولي للأمراض؟,ثلاثة أجزاء .,جزء واحد .,أربعة أجزاء.,خمس اجزاء .,,,A,ABCD,ثلاثة أجزاء .,
4589,Y1,Statistics,Statistics,ان منحنى التوزيع الطبيعي المعياري يكون مناظر حول المستقيم:,ما هو المستقيم الذي يكون منحنى التوزيع الطبيعي المعياري مناظراً حوله؟,x=0,Y=0,Z=0,كل ما سبق خطأ,,,A,ABCD,x=0,
4594,Y1,Statistics,Statistics,أيام الخدمة الاجمالية للمرضى الداخليين:,ما هي أيام الخدمة الإجمالية للمرضى الداخليين؟,عدد الأيام التي تلقى فيها الرعاية من المشفى,مجموع خدمة جميع المرضى الداخليين خلال مدة معينة,الحالة التي أطلقت سلسلة الاحداث التي أدت للوفاة,حساب عدد المرضى الداخليين,,,B,ABCD,مجموع خدمة جميع المرضى الداخليين خلال مدة معينة,
4595,Y1,Statistics,Statistics,قيمة معامل التجديد تساوي:,ما هي قيمة معامل التجديد؟,مربع معامل الارتباط الخطي,الجذر التربيعي لمعامل الارتباط الخطي,ضعفي معامل الارتباط الخطي,قيمة ميل مستقيم الانحدار,,,A,ABCD,مربع معامل الارتباط الخطي,
4596,Y1,Statistics,Statistics,إن وحدة المعاينة هي:,ما هي وحدة المعاينة؟,طريقة أخذ العينة,مجموعة عناصر من العينة,عنصر من العينة,إطار العينة,,,C,ABCD,عنصر من العينة,
4597,Y1,Statistics,Statistics,جدول تكراري يضم عدد البيانات في فئة معينة وكل الفئات التي تسبقها:,ما هو الجدول التكراري الذي يضم عدد البيانات في فئة معينة وكل الفئات التي تسبقها؟,تكرار المجتمع الهابط,تكرار المجتمع الصاعد,تكرار المجتمع الطبقي,تكرار المجتمع التسلسلي,,,B,ABCD,تكرار المجتمع الصاعد,
4598,Y1,Statistics,Statistics,معدل الوفيات في المشفى عبارة عن:,ما هو معدل الوفيات في المشفى؟,حساب عدد المرضى الداخلين في زمن معين,عدد الأيام التي تلقى فيها المريض الرعاية في المشفى,عدد الوفيات خلال فترة زمنية محددة على عدد المتخرجين والوفيات في نفس الفترة مضروب بـ 100,حساب عدد المرضى المتخرجين في زمن معين,,,C,ABCD,عدد الوفيات خلال فترة زمنية محددة على عدد المتخرجين والوفيات في نفس الفترة مضروب بـ 100,
4601,Y1,Statistics,Statistics,في تجربة رمي قطعة نقود 3 مرات متتالية فإن متوسط التوزيع الاحتمالي هو: حيث x تدل على عدد ظهور H,ما هو متوسط التوزيع الاحتمالي في تجربة رمي قطعة نقود 3 مرات متتالية حيث x تدل على عدد ظهور H؟,1.5,2025-07-08 0:00:00,3,0.75,,,A,ABCD,1.5,
4604,Y1,Statistics,Statistics,المجتمع الاحصائي (الجمهرة) هو مجموعة من الأفراد أو العناصر :,ما هو المجتمع الإحصائي (الجمهرة)؟,مأخوذة من العينة,مأخوذة من بيانات كيفية فقط,التي تشترك فيما بينها ببعض الخواص والمميزات,التي لا تشترك فيما بينها ببعض الخواص والمميزات,,,C,ABCD,التي تشترك فيما بينها ببعض الخواص والمميزات,
4618,Y1,Statistics,Statistics,يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها:,ما هو الرسم البياني الذي يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها؟,المضلع التكراري,المدرج التكراري,المنحني التكراري,B+C,,,B,ABCD,المدرج التكراري,
4622,Y1,Statistics,Statistics,طريقة لجمع البيانات من أمثلتها قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران:,ما هي طريقة جمع البيانات التي من أمثلتها قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران؟,التجربة,التسجيل,البريد,الانترنيت,,,A,ABCD,التجربة,
4623,Y1,Statistics,Statistics,ان طول شخص بالغ وقياس السكر في الدم هو متغير:,ما نوع المتغير الذي يمثله طول شخص بالغ وقياس السكر في الدم؟,عشوائي منفصل,عشوائي اسمي,عشوائي مستمر,غير ذلك,,,C,ABCD,عشوائي مستمر,
4628,Y1,Statistics,Statistics,يكون المجتمع غير متجانس في العينة غير العشوائية:,متى يكون المجتمع غير متجانس في العينة غير العشوائية؟,المصادفة,العمدية,الحصصية,القصدية,,,C,ABCD,الحصصية,
4629,Y1,Statistics,Statistics,يعتمد توزيع ستيودنت على:,ما الذي يعتمد عليه توزيع ستيودنت؟,المتوسط,الانحراف المعياري,التباين,درجة الحرية,,,D,ABCD,درجة الحرية,
4630,Y1,Statistics,Statistics,من محتويات السجل الطبي,ما هي محتويات السجل الطبي؟,صفحة السجل المهني,صفحة الموافقة على العلاج,السيرة الذاتية,العلاقة بين المرضى,,,B,ABCD,صفحة الموافقة على العلاج,
4631,Y1,Statistics,Statistics,التصنيف الدولي للأمراض هو عبارة عن رموز وأرقام للإشارة:,ما هو التصنيف الدولي للأمراض وما الغرض من الرموز والأرقام المستخدمة فيه؟,عن الظواهر الطبيعية .,عن الامراض .,عن المرضى .,ليس مما سبق .,,,B,ABCD,عن الامراض .,
4634,Y1,Statistics,Statistics,إذا كنا أمام مجتمع غير متجانس فإننا نسحب عينة:,ما نوع العينة التي نسحبها إذا كنا أمام مجتمع غير متجانس؟,بسيطة,حصصية,طبقية,منتظمة,,,C,ABCD,طبقية,
4636,Y1,Statistics,Statistics,تستخدم الجداول التكرارية لعرض البيانات:,ما هو الغرض من استخدام الجداول التكرارية في عرض البيانات؟,الاسمية,الكمية,الكمية والاسمية,لا الكمية ولا الاسمية,,,C,ABCD,الكمية والاسمية,
4640,Y1,Statistics,Statistics,يتم الحصول على بيانات تتعلق بضغط الدم ونسبة الكوليسترول بالدم لعينة من المرضى خلال فترة زمنية معينة عن طريق:,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم ونسبة الكوليسترول بالدم لعينة من المرضى خلال فترة زمنية معينة؟,البريد,التسجيل,الإنترنت,الملاحظة أو المشاهدة,,,D,ABCD,الملاحظة أو المشاهدة,
4644,Y1,Statistics,Statistics,أعلى مستويات القياس:,ما هي أعلى مستويات القياس؟,المقياس الاسمي,المقياس الفتروي,المقياس الرتبي,المقياس النسبي,,,C,ABCD,المقياس الرتبي,
4645,Y1,Statistics,Statistics,يهدف تغيير الطرائق في الدراسات للحصول على بيانات:,ما هو الهدف من تغيير الطرائق في الدراسات بالنسبة للبيانات؟,واضحة,أكثر من المطلوب,أقل من المطلوب,أفضل دقة ممكنة,,,D,ABCD,أفضل دقة ممكنة,ما هو الهدف من تغيير الطرائق في الدراسات بالنسبة للبيانات؟
4646,Y1,Statistics,Statistics,طريقة جمع البيانات والتي تمتاز بالتكلفة العالية:,ما هي طريقة جمع البيانات التي تمتاز بالتكلفة العالية؟,الملاحظة,البريد,المقابلة الشخصية,الهواتف المحمولة,,,C,ABCD,المقابلة الشخصية,
4647,Y1,Statistics,Statistics,الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات:,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟,التغير النسبي,التغير المطلق,التغير الاعظمي,التغير الحجمي,,,B,ABCD,التغير المطلق,
4650,Y1,Statistics,Statistics,الجزء من الإحصاء الذي يعنى بوصف طبيعة وسلوك الظاهرة المدروسة وعرضها هو:,ما هو الجزء من الإحصاء الذي يعنى بوصف طبيعة وسلوك الظاهرة المدروسة وعرضها؟,الإحصاء الاستنتاجي,الإحصاء الوصفي,اختبار الفرضيات,كل ما سبق صحيح,,,B,ABCD,الإحصاء الوصفي,
4651,Y1,Statistics,Statistics,الفئة التي تشكل قاعدة الهرم السكاني هي:,ما هي الفئة التي تشكل قاعدة الهرم السكاني؟,الأطفال,الشباب,اليفع,ما فوق 60,,,A,ABCD,الأطفال,
4655,Y1,Statistics,Statistics,لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون تكون فرضية العدم:,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,قيمة معامل ارتباط المجتمع تساوي الصفر,العلاقة طردية,العلاقة عكسية,قيمة معامل ارتباط المجتمع تساوي واحد,,,A,ABCD,قيمة معامل ارتباط المجتمع تساوي الصفر,
4657,Y1,Statistics,Statistics,التكرار المتجمع الهابط لفئة معينة,ما هو التكرار المتجمع الهابط لفئة معينة؟,عدد البيانات المتضمنة في الفئة والفئات التي تسبقها,عدد البيانات في الفئة والفئات التي تليها,متوسط عدد البيانات للفئتين السابقة واللاحقة,لها مجموع عدد البيانات للفئات السابقة,,,B,ABCD,عدد البيانات في الفئة والفئات التي تليها,
4661,Y1,Statistics,Statistics,التجربة الثنائية الوحيدة يكون لها التوزيع:,ما هو التوزيع الذي تتبعه التجربة الثنائية الوحيدة؟,البرنولي,البواسوني,الحداني,الطبيعي,,,A,ABCD,البرنولي,
4663,Y1,Statistics,Statistics,نتاج للعوامل المؤثرة في النمو السكاني من مواليد ووفيات وهجرة:,ما هو نتاج العوامل المؤثرة في النمو السكاني من مواليد ووفيات وهجرة؟,التركيب الاجتماعي,التركيب النوعي,التركيب العمري,غير ذلك,,,C,ABCD,التركيب العمري,
4667,Y1,Statistics,Statistics,لقياس خضاب الدم يستخدم المقياس:,ما هو المقياس المستخدم لقياس خضاب الدم؟,الاسمي,الرتبي,الفتروي,النسبي,,,D,ABCD,النسبي,
4672,Y1,Statistics,Statistics,البيانات التي نحصل عليها من الشركة أو المؤسسة وذلك من واقع مستنداتها وسجلاتها وفواتيرها وتقاريرها الدورية تعتبر مصدر:,ما هو نوع المصدر الذي تمثله البيانات التي نحصل عليها من الشركة أو المؤسسة من واقع مستنداتها وسجلاتها وفواتيرها وتقاريرها الدورية؟,داخلي,خارجي,معلن,منشور,,,A,ABCD,داخلي,
4679,Y1,Statistics,Statistics,الجهة المسؤولة عن السجلات الطبية هي:,ما هي الجهة المسؤولة عن السجلات الطبية؟,وزارة الصحه فى البلد,مديريه الصحه فى المحافظه,قسم السجلات الطبيه فى المشفى,الاطباء والممرضون,,,C,ABCD,قسم السجلات الطبيه فى المشفى,
4680,Y1,Statistics,Statistics,إن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها موجود في الإحصاء:,ما هو نوع الإحصاء الذي يتضمن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها؟,الوصفي,الاستنتاجي,الاستدلالي,A+B,,,A,ABCD,الوصفي,
4683,Y1,Statistics,Statistics,إذا أجرى طبيب دراسة على مجموعة من المرضى الذين يراجعونه تكون هذه المجموعة هي عينة:,ما نوع العينة التي تمثلها مجموعة من المرضى الذين يراجعون طبيباً معيناً عندما يجري عليهم دراسة؟,حصصية,مصادفة,قصدية,عنقودية,,,B,ABCD,مصادفة,
4684,Y1,Statistics,Statistics,اذا كانت قيمة بيرسون R=0.92 فإن العلاقة:,ما نوع العلاقة إذا كانت قيمة بيرسون R=0.92؟,طردية قوية,عكسية موجبة,طردية متوسطة,موجبة ضعيفة,,,A,ABCD,طردية قوية,
4687,Y1,Statistics,Statistics,يعبر عن وحدة المعاينة بأنها:,ما هي وحدة المعاينة؟,طريقة أخذ العينة,مجموعة عناصر من العينة,عنصر من العينة,إطار العينة,,,C,ABCD,عنصر من العينة,
4688,Y1,Statistics,Statistics,يتم الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكولسترول في الدم لعينة من المرضى خلال فترة أسبوع عن طريق:,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكولسترول في الدم لعينة من المرضى خلال فترة أسبوع؟,البريد,التسجيل,استخدام الإنترنت,الملاحظة أو المشاهدة,,,D,ABCD,الملاحظة أو المشاهدة,
4690,Y1,Statistics,Statistics,إذا كان تزايد المتغير العشوائي X يؤدي إلى تزايد المتغير التابع Y فإن الارتباط بينهما:,ما نوع الارتباط بين المتغير العشوائي X والمتغير التابع Y إذا كان تزايد X يؤدي إلى تزايد Y؟,سلبي,عكسي,إيجابي,كل ما سبق,,,C,ABCD,إيجابي,
4692,Y1,Statistics,Statistics,"احتمال أي حدث لا يزيد عن الواحد "" العبارة السابقة تعبر عن","ماذا تعبر عنه العبارة ""احتمال أي حدث لا يزيد عن الواحد""؟",شرط المتغير العشوائي,المسلمة الاحتمالية,A+B,غير ذلك,,,B,ABCD,المسلمة الاحتمالية,
4693,Y1,Statistics,Statistics,ان معدل اطوال الأبناء تنحدر من معامل المجتمع فتسمى الظاهرة:,ما تسمى الظاهرة التي يحدث فيها انحدار معدل أطوال الأبناء من معامل المجتمع؟,الانحدار نحو المعدل,ارتباط,تحديد,كل ما سبق صحيح,,,A,ABCD,الانحدار نحو المعدل,
4694,Y1,Statistics,Statistics,تستخدم التقدير....... لتقدير نسبة النجاح لمجتمع:,ما هي التقديرات التي تستخدم لتقدير نسبة النجاح لمجتمع؟,المجالي,مجالات الثقة,التقدير النقطي,كل ما سبق خطأ,,,C,ABCD,التقدير النقطي,
4696,Y1,Statistics,Statistics,نقذف قطعة نقود حتى يظهر الوجه H للمرة الأولى فإن المتغير العشوائي الذي يدل على عدد القذفات هو متغير:,ما نوع المتغير العشوائي الذي يدل على عدد القذفات عند قذف قطعة نقود حتى يظهر الوجه H للمرة الأولى؟,متقطع قيمة الاعداد الطبيعية,متصل قيمة الاعداد الطبيعية,منفصل قيمة الاعداد الحقيقية,مستمر قيمة الاعداد الحقيقية,,,A,ABCD,متقطع قيمة الاعداد الطبيعية,
4699,Y1,Statistics,Statistics,متوسط عدد الأطفال الذي يمكن أن ينجبوا أحياء لكل امرأة إذا أمضت حياتها منذ ميلادها بما يتماشى مع معدلات الخصوبة العمرية في سنة معينة:,ما هو متوسط عدد الأطفال الذي يمكن أن تنجبهم المرأة أحياء إذا أمضت حياتها منذ ميلادها بما يتماشى مع معدلات الخصوبة العمرية في سنة معينة؟,معدل الخصوبة العام,معدل الخصوبة الصافي,معدل الخصوبة الكلية,معدل المواليد الخام,,,C,ABCD,معدل الخصوبة الكلية,
4700,Y1,Statistics,Statistics,طريقة تمكننا من مراقبة رد الفعل على بعض الأسئلة والحصول على إجابات دقيقة:,ما هي الطريقة التي تمكننا من مراقبة رد الفعل على بعض الأسئلة والحصول على إجابات دقيقة؟,التجربة,المواجهة,البريد,التسجيل,,,B,ABCD,المواجهة,
4702,Y1,Statistics,Statistics,إن نوع البيانات المستخدمة لإنشاء الجدول التكراري هو :,ما هو نوع البيانات المستخدمة لإنشاء الجدول التكراري؟,كمية,وصفية,رتبية,كمية و وصفية,,,D,ABCD,كمية و وصفية,
4714,Y1,Statistics,Statistics,المجتمع الإحصائي هو مجموعة من الأفراد أو العناصر:,ما هي طبيعة الأفراد أو العناصر التي تشكل المجتمع الإحصائي؟,التي تشترك فيما بينها ببعض الخواص والمميزات,التي لا تشترك فيما بينها ببعض الخواص والمميزات,مأخوذة من العينة,مأخوذة من بيانات كيفية فقط,,,A,ABCD,التي تشترك فيما بينها ببعض الخواص والمميزات,ما هي طبيعة الأفراد أو العناصر التي تشكل المجتمع الإحصائي؟
4717,Y1,Statistics,Statistics,عدد الكريات الحمر في الجسم هو متغير:,ما هو عدد الكريات الحمر في الجسم؟,نوعي,عشوائي منفصل,عشوائي مستمر,رتبي,,,B,ABCD,عشوائي منفصل,
4720,Y1,Statistics,Statistics,عدد الوفيات لدى النساء الحوامل التي حدثت اثناء الحمل او الولادة او النفاس / عدد المواليد الاحياء خلال نفس السنة مضروبا ب 100000,ما هو معدل وفيات الأمهات الذي يحسب بقسمة عدد الوفيات لدى النساء الحوامل التي حدثت أثناء الحمل أو الولادة أو النفاس على عدد المواليد الأحياء خلال نفس السنة مضروباً في 100000؟,معدل الوفيات الخام,معدل الوفيات النوعي للعمر,معدل وفيات الرضع,معدل وفيات الأمهات,,,D,ABCD,معدل وفيات الأمهات,
4723,Y1,Statistics,Statistics,المعدلات التي يكون تركيزها على معدلات الخصوبة لفئة معينة من العمر لغرض المقارنة على امتداد زمن ما ودراسة الفروق في ظاهرة الخصوبة بمختلف الاعمار:,ما هي المعدلات التي يكون تركيزها على معدلات الخصوبة لفئة معينة من العمر لغرض المقارنة على امتداد زمن ما ودراسة الفروق في ظاهرة الخصوبة بمختلف الأعمار؟,معدل الخصوبة العمري,معدل المواليد العام,معدل الوفيات العام,معدل الخصوبة الخام,,,A,ABCD,معدل الخصوبة العمري,
4724,Y1,Statistics,Statistics,تزايد المتغير العشوائي x يؤدي إلى تناقص متغير التابع y فإن العلاقة بين المتغيرين:,ما هي العلاقة بين المتغيرين عندما يؤدي تزايد المتغير العشوائي x إلى تناقص المتغير التابع y؟,سلبي,إيجابي,معدوم,كل ما سبق خطأ,,,A,ABCD,سلبي,
4729,Y1,Statistics,Statistics,المقياس المستخدم لوصف حالة التدخين (مدخن / غير مدخن) هو:,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن / غير مدخن)؟,مقياس اسمي,مقياس رتبي,مقياس فتروي,مقياس نسبي,,,A,ABCD,مقياس اسمي,
4730,Y1,Statistics,Statistics,نقول عن مجموعة من المتغيرات العشوائية انها تشكل عينة عشوائية اذا كانت :,ما هي الشروط التي يجب توفرها في مجموعة من المتغيرات العشوائية لتشكل عينة عشوائية؟,مرتبطة ولها قانون التوزبع نفسه,مستقلة ولها قانون التوزيع نفسه,متنافية ولها قانون التوزيع نفسه,مستقلة ولكل منها قانون توزيعه الخاص,,,B,ABCD,مستقلة ولها قانون التوزيع نفسه,
4731,Y1,Statistics,Statistics,المستوى الذي يمكن حساب فيه المتوسطات والانحرافات المعيارية ومقاييس العلاقة الخطية هو :,ما هو المستوى الذي يمكن حساب فيه المتوسطات والانحرافات المعيارية ومقاييس العلاقة الخطية؟,الرتبي,الإسمي,العنقودي,كل ما سبق,,,C,ABCD,العنقودي,
4736,Y1,Statistics,Statistics,يتراوح عدد الفئات غالبا عددها:,كم يتراوح عدد الفئات غالباً؟,بين 5 و15 فئة,بين 15 و25 فئة,5 فئات حصرا,كل ما سبق خاطئ,,,A,ABCD,بين 5 و15 فئة,
4740,Y1,Statistics,Statistics,لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون تكون فرضية العدم:,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,العلاقة طردية,قيمة معامل ارتباط المجتمع تساوي الصفر,العلاقة عكسية,قيمة معامل الارتباط المجتمع تساوي الواحد,,,B,ABCD,قيمة معامل ارتباط المجتمع تساوي الصفر,
4743,Y1,Statistics,Statistics,معدل الوفيات الخام هو:,ما هو معدل الوفيات الخام؟,عدد الوفيات لكل الف من الرجال في سنة معينة,عدد الوفيات لكل الف من السكان في سنة معينة,عدد الوفيات لكل الف من النساء في فئة عمرية,نسبة عدد الوفيات الى عدد الولادات,,,B,ABCD,عدد الوفيات لكل الف من السكان في سنة معينة,
4744,Y1,Statistics,Statistics,الجهة المسؤولة عن السجلات الطبية:,ما هي الجهة المسؤولة عن السجلات الطبية؟,وزارة الصحة في البلد,مديرية الصحة في المحافظة,قسم السجلات الطبية في المستشفى,الأطباء والممرضين,,,C,ABCD,قسم السجلات الطبية في المستشفى,
4748,Y1,Statistics,Statistics,إن مخطط الانتشار لدراسة إحصائية بين خاصتين يستخدم,ما هو الغرض من استخدام مخطط الانتشار في الدراسة الإحصائية بين خاصتين؟,متغيرين,متغير واحد,عدة متغيرات,غير ذلك,,,A,ABCD,متغيرين,
4758,Y1,Statistics,Statistics,التوقع الرياضي لمجموع متغيرين عشوائيين يساوي:,ما هو التوقع الرياضي لمجموع متغيرين عشوائيين؟,جداء التوقعين الرياضيين للمتغيرين العشوائيين,مجموع التوقعين الرياضيين للمتغيرين العشوائيين,الفرق بين التوقعين الرياضيين للمتغيرين العشوائيين,لا شيء مما ذكر صحيح,,,B,ABCD,مجموع التوقعين الرياضيين للمتغيرين العشوائيين,
4761,Y1,Statistics,Statistics,التكرار المتجمع الصاعد لفئة معينة هو :,ما هو التكرار المتجمع الصاعد لفئة معينة؟,عدد البيانات المتضمنة في الفئة والفئات التي تسبقها,عدد البيانات في الفئة والفئات التي تليها,متوسط عدد البيانات للفئتين السابقة واللاحقة لها,مجموع عدد البيانات للفئات السابقة لها,,,A,ABCD,عدد البيانات المتضمنة في الفئة والفئات التي تسبقها,
4765,Y1,Statistics,Statistics,إن المنطقة التي تتألف من قيم دالة الاختبار قليلة الاحتمال عندما Ho صحيحة هي:,ما هي المنطقة التي تتألف من قيم دالة الاختبار قليلة الاحتمال عندما Ho صحيحة؟,منطقة القبول,منطقة الرفض,المنطقة الأكيدة,منطقة العمل,,,B,ABCD,منطقة الرفض,
4768,Y1,Statistics,Statistics,المجتمع الاحصائي هو مجموعة من الافراد او العناصر:,ما هو المجتمع الإحصائي؟,التي تشترك فيما بينها ببعض الخواص والميزات,التي لا تشترك فيما بينها ببعض الخواص والميزات,مأخوذة من العينة,مأخوذة من بيانات كيفية فقط,,,A,ABCD,التي تشترك فيما بينها ببعض الخواص والميزات,
4770,Y1,Statistics,Statistics,يقوم الإحصاء الاستنتاجي على:,ما الذي يقوم عليه الإحصاء الاستنتاجي؟,استخدام المؤشرات الإحصائية,على اتخاذ القرارات والتنبؤ والاستقرار والاستدلال,وصف طبيعة الظاهرة المدروسة,كل ما سبق خطأ,,,B,ABCD,على اتخاذ القرارات والتنبؤ والاستقرار والاستدلال,
4772,Y1,Statistics,Statistics,التصنيف الدولي للأمراض هو وثيقة تصدرها:,ما هي الجهة التي تصدر التصنيف الدولي للأمراض؟,منظمة الصحة العالمية,وزارة الصحة,مديرية الصحة,منظمة الأغذية العالمية,,,A,ABCD,منظمة الصحة العالمية,
4778,Y1,Statistics,Statistics,تختلف دلالات قيم المتغيرات العشوائية تبعا ل:,ما الذي تختلف تبعاً له دلالات قيم المتغيرات العشوائية؟,طبيعة العينة المعرفة عليها,المتغير نفسه الذي يعبر عن الظاهرة المدروسة,نوعية المقياس المستخدم,A+B,,,C,ABCD,نوعية المقياس المستخدم,
4781,Y1,Statistics,Statistics,الطريقة التي تستخدم فيها بعض التقنيات الإلكترونية للمراقبة والعد وتسجيل الملاحظات هي:,ما هي الطريقة التي تستخدم فيها بعض التقنيات الإلكترونية للمراقبة والعد وتسجيل الملاحظات؟,التسجيل,التجربة,البريد,المقابلة,,,A,ABCD,التسجيل,
4782,Y1,Statistics,Statistics,يحدد زمن حفظ السجلات الطبية ب:,ما الذي يحدد زمن حفظ السجلات الطبية؟,خمس سنوات,عشر سنوات,حسب الأسس المتبعة محليا في كل بلد,حسب الأسس التي تحددها منظمة الصحة العالمية,,,C,ABCD,حسب الأسس المتبعة محليا في كل بلد,
4783,Y1,Statistics,Statistics,لتكن لدينا عينة عشوائية حجمها n من توزيع برنولي بالوسيط P، فإن توزيع مجموع متغيرات هذه العينة يتوزع وفق التوزيع:,ما هو التوزيع الذي يتبعه مجموع متغيرات عينة عشوائية حجمها n من توزيع برنولي بالوسيط P؟,البرنولي,الثنائي,الطبيعي,الأسي,,,B,ABCD,الثنائي,
4787,Y1,Statistics,Statistics,باعتبار xمتغير عشوائي يدل على عدد أخوات طالب ما فإن مجموعة قيمه هي العدد:,ما هي مجموعة قيم المتغير العشوائي x الذي يدل على عدد أخوات طالب ما؟,حقيقي موجب,صحيح موجب,صحيح,طبيعي,,,B,ABCD,صحيح موجب,
4789,Y1,Statistics,Statistics,معدل المواليد الخام:,ما هو معدل المواليد الخام؟,عدد المواليد الاحياء في سنة معينة,عدد المواليد الاحياء لكل ألف من السكان في سنة معينة,عدد المواليد الاحياء لكل ألف من النساء في سنة معينة,عدد المواليد الاحياء لكل ألف من النساء المتزوجات في سنة معينة,,,B,ABCD,عدد المواليد الاحياء لكل ألف من السكان في سنة معينة,
4790,Y1,Statistics,Statistics,الفئة العمرية المهمة جدا من الناحية الصحية والتنموية:,ما هي الفئة العمرية المهمة جداً من الناحية الصحية والتنموية؟,فئة اليفع,فئة الأطفال,فئة المسنين,فئة الشباب,,,B,ABCD,فئة الأطفال,
4798,Y1,Statistics,Statistics,من مميزاتها تصلنا الإجابات خلال وقت قصير وتمتاز ببساطتها وقلة تكاليفها وسرعتها:,ما هي الطريقة التي تمتاز بوصول الإجابات خلال وقت قصير وتتميز ببساطتها وقلة تكاليفها وسرعتها؟,البريد,استخدام الانترنيت والمواقع الاجتماعية,المواجهة الشخصية,الاتصالات الهاتفية,,,B,ABCD,استخدام الانترنيت والمواقع الاجتماعية,
4802,Y1,Statistics,Statistics,المخطط الذي يساعد بدراسة العلاقة بين متغيرين وطبيعتها:,ما هو المخطط الذي يساعد بدراسة العلاقة بين متغيرين وطبيعتها؟,مخطط الفطيرة,مخطط الصندوق,مخطط الساق والورقة,مخطط الانتشار,,,D,ABCD,مخطط الانتشار,
4806,Y1,Statistics,Statistics,تحدد زمن حفظ السجلات الطبية في المشفى:,ما الذي يحدد زمن حفظ السجلات الطبية في المشفى؟,ثلاث شهور,حسب رغبة المريض,بناء على الأسس المتبعة محلياً في كل بلد,حسب خدمات المشفى,,,C,ABCD,بناء على الأسس المتبعة محلياً في كل بلد,
4812,Y1,Statistics,Statistics,يستخدم اختبار الفرضيات حول ميل خط الانحدار توزيع:,ما هو التوزيع الذي يستخدم في اختبار الفرضيات حول ميل خط الانحدار؟,ستيودنت,كاي مربع,فيشر,برنولي,,,A,ABCD,ستيودنت,
